line,city,state code,postal code,property_id,rdc_web_url,original description,normalized description,keyword_label,human label
12550 S Stewart Ave,Chicago,IL,60628,M7701314687,https://www.realtor.com/realestateandhomes-detail/12550-S-Stewart-Ave_Chicago_IL_60628_M77013-14687,"JUST IN TIME FOR THE HOLIDAYS! IN THE SPIRIT OF GIVING..WE'VE PRICED THIS ONE AT A ONE SHOWING WILL SELL PRICE! ANOTHER 'HOME BUYER DIRECT PROGRAM' OFFERING! This property is being marketed at a discount to market price as part of 'THE HOME BUYER DIRECT PROGRAM'! HOME BUYER'S ONLY.. NO INVESTORS.. OWNER OCCUPANCY IS REQUIRED! (THIS PROPERTY IS BEING SOLD AS-IS! ALL ROOM SIZES ARE ESTIMATED). 4 BRM BEAUTY WITH DESIRED SIDE DRIVE AND 1.5 CAR GARAGE ON MANICURED STREET! OVER 2000 SQ. FT. INCLUDING LOWER LEVEL! A FEW UPDATES & THIS WILL BE YOUR DREAM HOME! GREAT FLOOR PLAN FOR ENTERTAINING GUESTS, OR RELATED LIVING OR MAN CAVE!",time holiday spirit givingweve price one one show sell price another home buyer direct program offer property market discount market price part home buyer direct program home buyers investors owner occupancy require property sell asis room size estimate 4 brm beauty desire side drive 15 car garage manicure street 2000 sq ft include lower level update dream home great floor plan entertain guests relate live man cave,distressed,distressed
3 Regency Ln,Houston,TX,77088,M7226590968,https://www.realtor.com/realestateandhomes-detail/3-Regency-Ln_Houston_TX_77088_M72265-90968,"Beautiful 3 bedroom, 2 and a half bath home with no side neighbor to the right. This home is located in a small, quiet, friendly neighborhood with quick access to HW249. Lots of restaurants and shopping nearby. On the first floor is a huge family room and an updated kitchen with granite countertops and lots of natural light. It also features a huge island also with granite, lots of counter space and storage. The back yard is fully fenced and has a covered patio!",beautiful 3 bedroom 2 half bath home side neighbor right home locate small quiet friendly neighborhood quick access hw249 lot restaurants shop nearby first floor huge family room update kitchen granite countertops lot natural light also feature huge island also granite lot counter space storage back yard fully fence cover patio,not-distressed,not-distressed
336 E Paulding Rd,Fort Wayne,IN,46816,M3333685704,https://www.realtor.com/realestateandhomes-detail/336-E-Paulding-Rd_Fort-Wayne_IN_46816_M33336-85704,Looking for a cute fixer upper 3 beds 1 bath big living room and kitchen this is it !!!!!,look cute fixer upper 3 bed 1 bath big live room kitchen,distressed,distressed
2913 Jefferson St NE,Albuquerque,NM,87110,M2346543299,https://www.realtor.com/realestateandhomes-detail/2913-Jefferson-St-NE_Albuquerque_NM_87110_M23465-43299,"Perfect starter home, centrally located in uptown area. Needs some TLC or handyman special but not so much that you cannot move in and update/repair step by step. Large back yard has oversized shed and backyard access through alley. Master bedroom with it's own entrance and bath. Wonderful wood stove for winter cozy heat. Single garage with workbench area. Home is being sold as is condition so inspections will be for informational purposes.",perfect starter home centrally locate uptown area need tlc handyman special much move updaterepair step step large back yard oversized shed backyard access alley master bedroom entrance bath wonderful wood stave winter cozy heat single garage workbench area home sell condition inspections informational purpose,distressed,distressed
3526 Eisenhower Cir SE,Atlanta,GA,30354,M5786560331,https://www.realtor.com/realestateandhomes-detail/3526-Eisenhower-Cir-SE_Atlanta_GA_30354_M57865-60331,Modern touches make this renovation a keeper! Cute house ready to move in today! 4 sided brick with hardwood floors make this low maintenance home a must see. Don't wait! This one won't last long!,modern touch make renovation keeper cute house ready move today 4 side brick hardwood floor make low maintenance home must see dont wait one wont last long,not-distressed,not-distressed
2800 Scholl Dr,Reno,NV,89503,M1221377863,https://www.realtor.com/realestateandhomes-detail/2800-Scholl-Dr_Reno_NV_89503_M12213-77863,"Great opportunity to own a split-level home on a corner lot in NW Reno. NO HOA!! This home has updated ceramic tile flooring, spacious living room with remote-controlled electric fireplace insert, remodeled kitchen including granite countertops, cabinets, range, dishwasher and microwave. Skylight and plentiful kitchen windows let in abundant natural light; barn wood and brick elements give a true feeling of home. Downstairs there is a family room with a large daylight window, laminate flooring, 1/2 bath and laundry room. Backyard features for the would-be gardener include planting beds, greenhouse, and a storage shed. 2-car garage and RV parking in back. This home needs some TLC but has so many possibilities.... come in and make it your own.",great opportunity splitlevel home corner lot nw reno hoa home update ceramic tile floor spacious live room remotecontrolled electric fireplace insert remodel kitchen include granite countertops cabinets range dishwasher microwave skylight plentiful kitchen windows let abundant natural light barn wood brick elements give true feel home downstairs family room large daylight window laminate floor 12 bath laundry room backyard feature wouldbe gardener include plant bed greenhouse storage shed 2car garage rv park back home need tlc many possibilities come make,distressed,distressed
6851 Mangrum Cir,Las Vegas,NV,89103,M2232328414,https://www.realtor.com/realestateandhomes-detail/6851-Mangrum-Cir_Las-Vegas_NV_89103_M22323-28414,"Single Story Home in the Heart of Spring Valley! 3 Bedrooms, 2 Bath, Tiled throughout , almost new A/C Patio, Gas Fireplace, Energy Saving Fans, to see is to appreciate!",single story home heart spring valley 3 bedrooms 2 bath tile throughout almost new ac patio gas fireplace energy save fan see appreciate,not-distressed,remove
420 E 37th St,Minneapolis,MN,55409,M7470803799,https://www.realtor.com/realestateandhomes-detail/420-E-37th-St_Minneapolis_MN_55409_M74708-03799,"Great Home in fantastic location! Beautiful woodwork and hardwood floors throughout. Home features sunroom, porch, deck, library, formal dining and living room and spacious basment. On corner lot, close proximity to public transportation, freeway and the local park systems. Home needs TLC - it is truly an investor delight! As IS addendum required. Buyer to assume all R&R on TISH report. Distressed, but beautiful!",great home fantastic location beautiful woodwork hardwood floor throughout home feature sunroom porch deck library formal din live room spacious basment corner lot close proximity public transportation freeway local park systems home need tlc truly investor delight addendum require buyer assume rr tish report distress beautiful,distressed,distressed
1241 Redford Dr SE,Atlanta,GA,30315,M6193699496,https://www.realtor.com/realestateandhomes-detail/1241-Redford-Dr-SE_Atlanta_GA_30315_M61936-99496,"PLEASE DO NOT DISTURB TENANT. Viewing to be done during Due Diligence Period. Property priced to sell. No Seller's Property Disclosure provided. Home has 5 bedrooms, 2 full bathrooms, new roof and new water heater. Long term ( 3+ years) tenant currently paying $850.",please disturb tenant view do due diligence period property price sell sellers property disclosure provide home 5 bedrooms 2 full bathrooms new roof new water heater long term 3 years tenant currently pay 850,not-distressed,remove
863 6th St W,Birmingham,AL,35204,M7247811981,https://www.realtor.com/realestateandhomes-detail/863-6th-St-W_Birmingham_AL_35204_M72478-11981,LOOKING TO ADD MORE VALUE TO YOUR RENTAL PORTFOLIO? THIS HANDYMAN SPECIAL NEEDS REHAB WITH GREAT REWARDS!! ALL CASH INVESTORS ARE WELCOME!,look add value rental portfolio handyman special need rehab great reward cash investors welcome,distressed,distressed
2508 Duck Arrow Cir,Las Vegas,NV,89106,M1661532911,https://www.realtor.com/realestateandhomes-detail/2508-Duck-Arrow-Cir_Las-Vegas_NV_89106_M16615-32911,"Beautifully Renovated Home at the end of the cul-de-sac enormous lot with pull through RV parking into the backyard! Brand New White shaker cabinets throughout. Vaulted ceiling in living room upon entry. White Quartz countertops throughout. Retiled Master bathroom with Carrara tile and accented shampoo boxes. Open floor plan with tons of natural light! Freshly painted inside and out. New carpet and padding. 5 Modern baseboards throughout. New Shower trim kits, valves, toilets, light fixtures, faucets, door handles. Stainless steel appliances. Desert landscaping in front and back yard. Brand New garage door and opener.",beautifully renovate home end culdesac enormous lot pull rv park backyard brand new white shaker cabinets throughout vault ceiling live room upon entry white quartz countertops throughout retiled master bathroom carrara tile accent shampoo box open floor plan tons natural light freshly paint inside new carpet pad 5 modern baseboards throughout new shower trim kit valves toilets light fixtures faucets door handle stainless steel appliances desert landscape front back yard brand new garage door opener,not-distressed,not-distressed
6926 N Misty Cove Ave,Boise,ID,83714,M1940565675,https://www.realtor.com/realestateandhomes-detail/6926-N-Misty-Cove-Ave_Boise_ID_83714_M19405-65675,"This warm and inviting single level home is located in popular NW Boise. It boast a spacious layout with a 21x13 living room and gas fireplace. Conveniently located in a quiet neighborhood with no through traffic, near shopping, foothills, greenbelt, downtown Boise and Eagle. The yard is fully fenced with no backyard neighbors and an unobstructed mountain view. All the flooring is new and the exterior was just repainted. The furnace has also been replaced. Don't miss out on this amazing home!",warm invite single level home locate popular nw boise boast spacious layout 21x13 live room gas fireplace conveniently locate quiet neighborhood traffic near shop foothills greenbelt downtown boise eagle yard fully fence backyard neighbor unobstructed mountain view floor new exterior repaint furnace also replace dont miss amaze home,not-distressed,not-distressed
6325 Gentle River Dr,Dallas,TX,75241,M8265913281,https://www.realtor.com/realestateandhomes-detail/6325-Gentle-River-Dr_Dallas_TX_75241_M82659-13281,"SORRY NO MORE SHOWINGS + Move in ready the refrigerator to stay with house. If your seller is looking for plenty of room, 2 living areas and a separate laundry room, this house us for your buyer. Big back yard with large covered patio There is entrance in the back to park a vehicle,",sorry show move ready refrigerator stay house seller look plenty room 2 live areas separate laundry room house us buyer big back yard large cover patio entrance back park vehicle,not-distressed,not-distressed
9612 N 21st St,Tampa,FL,33612,M5529464704,https://www.realtor.com/realestateandhomes-detail/9612-N-21st-St_Tampa_FL_33612_M55294-64704,"Well maintained property with some nice recent updates. Brand new roof and exterior paint. Interior in excellent condition and is ready to move in! Electrical, plumbing, AC and other items have been updated within last 5 years or so. Would make a wonderful home for a family or a nicely cash flowing rental investment. Large corner lot! This won't last long, schedule your showing today.",well maintain property nice recent update brand new roof exterior paint interior excellent condition ready move electrical plumb ac items update within last 5 years would make wonderful home family nicely cash flow rental investment large corner lot wont last long schedule show today,distressed,not-distressed
1356 Diamond Ave SE,Atlanta,GA,30316,M6846144617,https://www.realtor.com/realestateandhomes-detail/1356-Diamond-Ave-SE_Atlanta_GA_30316_M68461-44617,"No HOA a??? Newly renovated ranch, 2 Bedroom 1 bath with a $2500.00 appliance allowance. Hardwoods through out with ceramic tile in the bathroom. Located in a great area! A must see.",hoa newly renovate ranch 2 bedroom 1 bath 250000 appliance allowance hardwoods ceramic tile bathroom locate great area must see,not-distressed,not-distressed
